name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
bratislava,2022-10-27T20:00:00,10.9,10.9,10.9,99.96,0.093,100,rain,0,0,10.4,7.1,66,1029.7,30,0.4,0,0,0,,"Rain, Partially cloudy",rain,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-27T21:00:00,10.4,10.4,10.4,99.98,0,0,,0,0,11.9,7.1,49,1029.9,80,0,0,0,0,,Partially cloudy,partly-cloudy-night,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-27T22:00:00,10.2,10.2,10.2,99.99,0,0,,0,0,11.5,7.4,42,1029.8,60,0,0,0,0,,Partially cloudy,partly-cloudy-night,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-27T23:00:00,9.9,9,9.9,99.99,0,0,,0,0,10.4,7.4,71,1029.8,73.4,0,0,0,0,,Partially cloudy,partly-cloudy-night,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T00:00:00,9.9,9,9.9,99.98,0,0,,0,0,11.9,7.4,22,1029.8,76.9,0,0,0,0,,Partially cloudy,partly-cloudy-night,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T01:00:00,9.9,9,9.9,99.99,0,0,,0,0,14.4,7.4,43,1030,100,0.9,0,0,0,,Overcast,fog,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T02:00:00,10.2,10.2,10.2,99.99,0.278,100,rain,0,0,16.6,7.4,42,1029.9,100,0.9,0,0,0,,"Rain, Overcast",rain,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T03:00:00,10.6,10.6,10.6,100,0,0,,0,0,18.7,7.4,49,1029.7,100,1,0,0,0,,Overcast,cloudy,"11813099999,11085099999,11816099999"
bratislava,2022-10-28T04:00:00,10.7,10.7,10.7,99.98,0,0,,0,0,18.7,7.4,54,1029.3,100,0,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T05:00:00,10.7,10.7,10.7,100,0,0,,0,0,19.1,10.7,42,1029.3,100,0,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T06:00:00,10.7,10.7,10.7,99.99,0,0,,0,0,19.4,7.3,62,1028.9,90,0.1,0,0,0,,Partially cloudy,fog,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T07:00:00,10.7,10.7,10.7,99.99,0,0,,0,0,18.7,4,58,1029,90,0,0,0,0,,Partially cloudy,partly-cloudy-night,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T08:00:00,10.7,10.7,10.7,99.99,0.013,100,rain,0,0,16.6,7.4,83,1028.9,100,0,7,0,0,,"Rain, Overcast",rain,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-28T09:00:00,10.7,10.7,10.7,99.99,0,0,,0,0,18,10.7,73,1029.3,90,0,16,0.1,0,,Partially cloudy,partly-cloudy-day,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-28T10:00:00,10.7,10.7,10.7,99.99,0,0,,0,0,19.8,14.3,81,1029.6,96.9,0.1,34,0.1,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-28T11:00:00,10.9,10.9,10.9,99.97,0,0,,0,0,21.6,10.7,82,1029.7,99.2,0.1,55,0.2,1,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-28T12:00:00,11.2,11.2,11.2,99.75,0,0,,0,0,21.6,10.7,82,1029.7,98.4,0.3,67,0.2,1,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-28T13:00:00,11.2,11.2,11.2,99.67,0,0,,0,0,19.8,10.8,92,1029.6,98.4,0.4,60,0.2,1,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-28T14:00:00,11.4,11.4,11.4,99.57,0.371,100,rain,0,0,19.4,10.8,92,1029.1,99.2,5.4,60,0.2,1,,"Rain, Overcast",rain,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-28T15:00:00,11.6,11.6,11.6,99.65,0,0,,0,0,18.4,7.2,87,1028.8,98.4,5.4,49,0.2,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-28T16:00:00,11.6,11.6,11.6,99.81,0,0,,0,0,16.9,7.4,89,1028.6,98.4,2.6,29,0.1,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11816099999,11801099999"
bratislava,2022-10-28T17:00:00,11.6,11.6,11.6,99.72,0,0,,0,0,14.4,7.2,70,1028.6,100,3.5,12,0,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11816099999,11801099999"
bratislava,2022-10-28T18:00:00,11.4,11.4,11.4,99.83,0,0,,0,0,8.6,7.2,89,1028.4,100,3.4,5,0,0,,Overcast,cloudy,"D4277,12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T19:00:00,11.4,11.4,11.4,99.81,0,0,,0,0,6.5,7,109,1028.5,100,4.3,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T20:00:00,11.2,11.2,11.2,99.68,0,0,,0,0,7.6,7.1,101,1028.8,100,7.1,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T21:00:00,11.2,11.2,11.2,99.84,0,0,,0,0,9.7,3.8,32,1028.5,99.2,3.4,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11816099999,11801099999"
bratislava,2022-10-28T22:00:00,12.1,12.1,11.9,99.27,0,0,,0,0,10.8,6.8,40,1028.1,90,3.4,0,0,0,,Partially cloudy,partly-cloudy-night,"12815099999,11085099999,11816099999,11801099999"
bratislava,2022-10-28T23:00:00,11.4,11.4,11.4,99.9,0,0,,0,0,11.5,3.6,58,1028.4,100,2.5,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T00:00:00,11.4,11.4,11.4,99.9,0,0,,0,0,11.5,3.8,49,1028.4,100,2.7,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T01:00:00,11.4,11.4,11.4,99.87,0,0,,0,0,11.5,3.8,84,1028,100,2.6,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T02:00:00,11.7,11.7,11.7,99.87,0.556,100,rain,0,0,11.9,7.1,105,1027.8,100,2.7,0,0,0,,"Rain, Overcast",rain,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T03:00:00,11.7,11.7,11.7,99.88,0,0,,0,0,15.1,3.8,104,1027.8,100,1.8,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T04:00:00,11.7,11.7,11.7,99.88,0,0,,0,0,15.8,7.1,96,1027.2,100,2.6,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T05:00:00,11.7,11.7,11.7,99.88,0,0,,0,0,16.2,7.2,97,1027,100,3.4,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T06:00:00,11.7,11.7,11.7,99.88,0,0,,0,0,15.5,10.7,81,1026.8,100,3.4,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T07:00:00,11.7,11.7,11.7,99.87,0,0,,0,0,12.2,7.4,91,1027,100,3.4,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T08:00:00,11.7,11.7,11.7,99.92,0,0,,0,0,11.9,3.8,93,1027.5,100,2.5,5,0,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T09:00:00,11.4,11.4,11.4,99.86,0,0,,0,0,15.1,10.7,82,1027.1,98.4,4.5,15,0.1,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T10:00:00,11.4,11.4,11.4,99.8,0,0,,0,0,16.2,3.9,105,1027.6,99.2,6.3,28,0.1,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T11:00:00,11.6,11.6,11.6,99.58,0,0,,0,0,13,7.2,102,1027.4,100,9.5,36,0.1,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T12:00:00,11.6,11.6,11.6,99.49,0,0,,0,0,10.4,7.2,150,1027.1,99.2,10.4,43,0.2,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11816099999,11801099999"
bratislava,2022-10-29T13:00:00,11.7,11.7,11.7,99.51,0,0,,0,0,10.8,6.9,171,1027,99.2,8.9,47,0.2,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T14:00:00,11.7,11.7,11.7,99.43,0.186,100,rain,0,0,10.8,6.9,147,1026.5,99.2,8,53,0.2,1,,"Rain, Overcast",rain,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T15:00:00,11.9,11.9,11.8,99.49,0,0,,0,0,10.1,3.8,153,1026.1,99.2,7.1,45,0.2,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T16:00:00,11.7,11.7,11.7,99.65,0,0,,0,0,9,4,150,1025.9,100,4.9,25,0.1,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T17:00:00,11.4,11.4,11.4,99.76,0,0,,0,0,8.3,3.8,152,1025.6,100,3.4,9,0,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-29T18:00:00,11.2,11.2,11.2,99.83,0,0,,0,0,9.7,3.8,169,1025.5,100,3.2,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T19:00:00,11.1,11.1,11.1,99.81,0,0,,0,0,5.4,3.8,196,1025.7,100,2.2,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T20:00:00,11.2,11.2,11.2,99.82,0,0,,0,0,5.4,3.6,49,1025.9,100,2.9,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T21:00:00,10.9,10.9,10.9,99.82,0,0,,0,0,5.4,3.6,143,1025.6,100,2.8,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-29T22:00:00,10.9,10.9,10.9,99.73,0,0,,0,0,5,3.6,80,1025.4,100,2.9,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11816099999,11801099999"
bratislava,2022-10-29T23:00:00,10.7,10.7,10.7,99.76,0,0,,0,0,3.6,3.6,160,1025.3,100,2.9,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T00:00:00,10.7,10.7,10.7,99.84,0,0,,0,0,4.7,3.6,150,1024.9,100,3.2,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T01:00:00,10.6,10.6,10.6,99.86,0,0,,0,0,4.7,6.9,160,1024.8,100,3.1,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T02:00:00,10.6,10.6,10.6,99.94,0.093,100,rain,0,0,7.6,3.6,150,1024.6,100,2,0,0,0,,"Rain, Overcast",rain,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T02:00:00,10.4,10.4,10.4,99.86,0,0,,0,0,5.4,0.3,17,1024.4,100,2.8,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T03:00:00,10.6,10.6,10.6,99.87,0,0,,0,0,3.2,3.6,230,1023.9,100,2.8,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11816099999,11801099999"
bratislava,2022-10-30T04:00:00,10.6,10.6,10.6,99.87,0,0,,0,0,2.5,6.9,240,1023.5,100,1,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T05:00:00,10.4,10.4,10.4,99.9,0,0,,0,0,4,0.4,21,1024,99.5,1,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T06:00:00,10.2,10.2,10.2,99.86,0,0,,0,0,4,3.8,41,1024,100,1.9,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T07:00:00,10.2,10.2,10.2,99.94,0,0,,0,0,4,3.6,20,1023.9,100,1,6,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,AU094,11801099999"
bratislava,2022-10-30T08:00:00,10.1,10.1,10.1,99.94,0,0,,0,0,4.3,0,93,1024.4,100,0.9,13,0,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T09:00:00,10.2,10.2,10.2,99.94,0,0,,0,0,7.6,3.3,106.6,1024.4,100,0.9,36,0.1,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T10:00:00,10.7,10.7,10.7,99.86,0,0,,0,0,8.3,3.6,178,1024.3,100,1.9,53,0.2,1,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T11:00:00,11.1,11.1,11.1,99.89,0,0,,0,0,9.7,3.6,172,1024.3,100,1.9,62,0.2,1,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T12:00:00,11.4,11.4,11.3,99.76,0,0,,0,0,9.7,3.6,190,1023.8,100,2.8,82,0.3,1,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T13:00:00,11.4,11.4,11.3,99.58,0.185,100,rain,0,0,9.7,3.3,240,1023.6,100,2.9,74,0.3,1,,"Rain, Overcast",rain,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T14:00:00,11.4,11.4,11.3,99.58,0,0,,0,0,7.9,3.6,170,1023.4,100,2.9,67,0.2,1,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T15:00:00,11.2,11.2,11.2,99.67,0,0,,0,0,9,3.6,152,1023.2,100,3,45,0.2,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T16:00:00,11.1,11.1,11.1,99.75,0,0,,0,0,9,3.6,158,1023,100,1.9,17,0.1,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T17:00:00,10.9,10.9,10.9,99.75,0,0,,0,0,6.5,3.8,118,1023.1,100,1.9,5,0,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-30T18:00:00,10.7,10.7,10.7,99.85,0,0,,0,0,6.8,3.6,122,1023.1,100,1.8,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T19:00:00,10.4,10.4,10.4,99.9,0,0,,0,0,6.5,7.1,60,1023.4,100,0.9,0,0,0,,Overcast,fog,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T20:00:00,10.2,10.2,10.2,99.91,0,0,,0,0,6.1,3.8,120,1023.3,100,0.1,0,0,0,,Overcast,fog,"12815099999,11813099999,11816099999,11801099999"
bratislava,2022-10-30T21:00:00,10.2,10.2,10.2,99.9,0,0,,0,0,6.8,3.8,52,1023.2,100,1,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T22:00:00,9.9,9.9,9.9,99.9,0,0,,0,0,7.6,3.6,43,1023.3,100,1,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-30T23:00:00,9.9,9.9,9.9,99.9,0,0,,0,0,7.6,4,41,1023.4,100,1.9,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T00:00:00,9.7,9.7,9.7,99.94,0,0,,0,0,9.4,3.8,42,1023.2,100,2.8,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T01:00:00,9.7,9.7,9.7,99.94,0.186,100,rain,0,0,11.5,3.8,27,1023.1,100,2.8,0,0,0,,"Rain, Overcast",rain,"11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T02:00:00,9.4,9.4,9.4,99.94,0,0,,0,0,13,3.8,27,1023.1,100,1.9,0,0,0,,Overcast,cloudy,"11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T03:00:00,9.4,9.4,9.4,99.95,0,0,,0,0,11.2,3.8,10,1022.8,100,1.9,0,0,0,,Overcast,cloudy,"11813099999,11816099999,11801099999"
bratislava,2022-10-31T04:00:00,9.4,9.4,9.4,99.95,0,0,,0,0,9.4,3.8,6,1022.8,100,1.9,0,0,0,,Overcast,cloudy,"11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T05:00:00,9.6,9.6,9.6,99.94,0,0,,0,0,8.3,0.5,7,1023,100,2.9,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T06:00:00,9.4,9.4,9.4,99.95,0,0,,0,0,6.5,0.4,50,1023.3,100,0.3,0,0,0,,Overcast,fog,"12815099999,11813099999,11816099999,11801099999"
bratislava,2022-10-31T07:00:00,9.4,9.4,9.4,99.98,0.002,100,rain,0,0,7.6,0.5,353,1023.5,100,0.3,7,0,0,,"Rain, Overcast",rain,"12815099999,11813099999,11085099999,11816099999,AU094,11801099999"
bratislava,2022-10-31T08:00:00,9.2,9.2,9.2,99.89,0,0,,0,0,7.6,3.8,35,1023.8,100,0.3,11,0,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T09:00:00,9.4,9.4,9.4,99.84,0,0,,0,0,7.6,3.8,33,1024.1,100,0.3,24,0.1,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T10:00:00,9.7,9.7,9.6,99.55,0,0,,0,0,6.8,0.3,112,1024,100,0.4,37,0.1,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T11:00:00,9.7,9.7,9.6,99.38,0,0,,0,0,5.4,3.8,1,1024.1,100,0.6,42,0.2,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T12:00:00,9.7,9.7,9.7,99.52,0,0,,0,0,6.5,3.4,50,1023.9,100,0.6,44,0.2,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T13:00:00,9.7,9.7,9.7,99.51,0,0,,0,0,7.6,3.6,7,1023.6,100,0.6,46,0.2,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T14:00:00,9.7,9.7,9.7,99.55,0,0,,0,0,10.1,3.8,40,1023.4,100,0.9,36,0.1,0,,Overcast,fog,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T15:00:00,9.7,9.7,9.7,99.65,0,0,,0,0,11.9,3.8,113,1023.1,100,6.8,25,0.1,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T16:00:00,9.6,8.8,9.6,99.75,0,0,,0,0,14,7,147,1022.8,100,6.8,9,0,0,,Overcast,cloudy,"12815099999,11813099999,D2516,11085099999,11816099999,11801099999"
bratislava,2022-10-31T17:00:00,9.2,7.6,9.2,99.73,0,0,,0,0,15.1,10.7,80,1022.9,100,6.8,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T18:00:00,9.2,7.6,9.2,99.86,0,0,,0,0,17.6,10.7,91,1023,100,5.9,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T19:00:00,9.4,7.9,9.4,99.79,0.185,100,rain,0,0,18.7,10.5,80,1022.8,100,3.2,0,0,0,,"Rain, Overcast",rain,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T20:00:00,9.7,8.2,9.7,99.84,0,0,,0,0,23.4,10.9,72,1022.7,100,6.1,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T21:00:00,9.7,8.2,9.7,99.81,0,0,,0,0,25.2,10.7,60,1022.4,99.2,3.5,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T22:00:00,9.9,8.4,9.9,99.86,0,0,,0,0,27.4,11,78,1022.4,98.4,2.6,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
bratislava,2022-10-31T23:00:00,9.7,7.7,9.7,99.82,0,0,,0,0,29.5,14.4,91,1022.4,100,3.7,0,0,0,,Overcast,cloudy,"12815099999,11813099999,11085099999,11816099999,11801099999"
