"name","datetime","temp","feelslike","dew","humidity","precip","precipprob","preciptype","snow","snowdepth","windgust","windspeed","winddir","sealevelpressure","cloudcover","visibility","solarradiation","solarenergy","uvindex","severerisk","conditions","icon","stations","event_count","critical_event_count"
"bratislava","2022-10-08 08:00:00","10.6","10.6","10.6","99.85","0.093","100","rain","0","0","11.5","10.7","7.0","1021.4","52.3","2.4","21.0","0.1","0.0","","Rain, Partially cloudy","rain","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","78","0"
"bratislava","2022-10-08 09:00:00","11.2","11.2","11.1","99.56","0.0","0","","0","0","14.0","7.4","64.0","1021.8","50.8","7.9","147.0","0.5","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","85","0"
"bratislava","2022-10-08 10:00:00","12.9","12.9","11.4","90.63","0.0","0","","0","0","14.4","7.2","14.0","1021.7","81.6","7.9","196.0","0.7","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","117","0"
"bratislava","2022-10-08 11:00:00","15.3","15.3","11.9","79.9","0.0","0","","0","0","14.0","4.0","13.0","1021.4","62.3","11.6","446.0","1.6","4.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","122","0"
"bratislava","2022-10-08 12:00:00","16.8","16.8","12.2","74.11","0.0","0","","0","0","9.7","3.6","261.0","1021.2","44.7","14.4","490.0","1.8","5.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","151","0"
"bratislava","2022-10-08 13:00:00","18.6","18.6","12.8","69.28","0.0","0","","0","0","9.4","3.6","327.0","1020.6","43.9","19.0","323.0","1.2","3.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","157","0"
"bratislava","2022-10-08 14:00:00","19.3","19.3","12.8","66.26","0.0","0","","0","0","9.7","6.9","211.0","1019.8","80.0","19.0","225.0","0.8","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","126","0"
"bratislava","2022-10-08 15:00:00","19.1","19.1","12.8","66.72","0.0","0","","0","0","10.1","6.9","211.0","1019.6","80.8","19.1","285.0","1.0","3.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","146","0"
"bratislava","2022-10-08 16:00:00","19.6","19.6","13.1","66.0","0.0","0","","0","0","8.6","6.9","191.0","1019.2","80.0","19.1","244.0","0.9","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11816099999,11801099999","148","0"
"bratislava","2022-10-08 17:00:00","18.6","18.6","12.6","67.97","0.0","0","","0","0","5.4","3.6","43.0","1019.2","89.2","28.3","77.0","0.3","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","148","0"
"bratislava","2022-10-08 18:00:00","17.7","17.7","12.4","70.97","0.0","0","","0","0","4.3","0.3","73.0","1019.3","80.0","19.1","28.0","0.1","0.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","178","0"
"bratislava","2022-10-08 19:00:00","15.4","15.4","12.1","80.8","0.0","0","","0","0","4.3","3.4","40.0","1020.0","77.7","17.1","5.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","126","0"
"bratislava","2022-10-08 20:00:00","14.9","14.9","12.2","84.11","0.0","0","","0","0","5.8","3.8","321.0","1020.4","77.7","11.5","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","110","0"
"bratislava","2022-10-08 21:00:00","14.2","14.2","12.1","87.15","0.0","0","","0","0","6.8","3.6","17.0","1021.0","76.9","9.7","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","66","0"
"bratislava","2022-10-08 22:00:00","15.0","15.0","12.0","82.62","0.0","0","","0","0","9.4","6.9","360.0","1021.2","59.2","9.6","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","53","0"
"bratislava","2022-10-08 23:00:00","13.9","13.9","12.2","89.32","0.0","0","","0","0","10.8","10.5","278.0","1021.9","60.0","11.4","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","36","0"
"bratislava","2022-10-09 00:00:00","14.9","14.9","12.7","86.49","0.0","0","","0","0","13.3","17.6","310.0","1022.0","90.0","14.0","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","2","0"
"bratislava","2022-10-09 01:00:00","13.9","13.9","12.4","90.23","0.0","0","","0","0","18.7","14.2","309.0","1022.5","90.0","14.0","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-09 02:00:00","13.7","13.7","11.6","87.48","0.0","0","","0","0","18.7","11.4","311.0","1023.3","90.0","18.6","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-09 03:00:00","13.3","13.3","10.7","84.29","0.0","0","","0","0","25.6","11.4","319.0","1023.6","90.0","23.2","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-09 04:00:00","12.8","12.8","10.0","83.34","0.0","0","","0","0","27.0","11.5","320.0","1024.0","90.0","27.8","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","11","0"
"bratislava","2022-10-09 05:00:00","12.0","12.0","9.1","82.38","0.0","0","","0","0","29.9","11.5","301.0","1024.6","87.7","28.4","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","18","0"
"bratislava","2022-10-09 06:00:00","10.6","10.6","7.4","80.43","0.0","0","","0","0","29.9","14.5","320.0","1025.4","49.2","37.7","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","25","0"
"bratislava","2022-10-09 07:00:00","10.0","7.9","6.9","81.49","0.0","0","","0","0","27.0","14.8","330.0","1025.6","31.6","33.4","9.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,AU094,11801099999","28","0"
"bratislava","2022-10-09 08:00:00","10.2","10.2","7.1","81.02","0.0","0","","0","0","24.1","14.5","320.0","1026.0","30.8","42.7","30.0","0.1","0.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","59","0"
"bratislava","2022-10-09 09:00:00","11.0","11.0","7.6","79.74","0.0","0","","0","0","25.9","11.0","301.0","1026.6","39.2","47.7","155.0","0.6","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","71","0"
"bratislava","2022-10-09 10:00:00","12.3","12.3","8.0","74.93","0.0","0","","0","0","26.6","7.3","285.0","1027.0","49.2","47.7","382.0","1.4","4.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","130","0"
"bratislava","2022-10-09 11:00:00","15.1","15.1","7.1","59.05","0.0","0","","0","0","26.6","11.5","352.0","1026.7","50.0","47.7","482.0","1.7","5.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","125","0"
"bratislava","2022-10-09 12:00:00","15.9","15.9","6.4","53.31","0.0","0","","0","0","25.6","7.9","18.0","1026.6","49.2","56.9","550.0","2.0","6.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","155","0"
"bratislava","2022-10-09 13:00:00","16.5","16.5","5.8","49.15","0.0","0","","0","0","25.2","11.0","9.0","1026.4","58.4","56.9","482.0","1.7","5.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","124","0"
"bratislava","2022-10-09 14:00:00","16.8","16.8","5.8","47.99","0.0","0","","0","0","25.2","10.5","349.0","1025.7","76.9","47.7","366.0","1.3","4.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","117","1"
"bratislava","2022-10-09 15:00:00","17.1","17.1","5.8","47.36","0.0","0","","0","0","22.3","7.0","360.0","1025.1","76.9","56.9","452.0","1.6","5.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","158","1"
"bratislava","2022-10-09 16:00:00","17.6","17.6","4.6","42.09","0.0","0","","0","0","20.9","7.2","2.0","1024.8","76.9","56.9","411.0","1.5","4.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","175","0"
"bratislava","2022-10-09 17:00:00","16.7","16.7","5.3","47.01","0.0","0","","0","0","18.4","7.6","341.0","1024.5","76.9","56.9","111.0","0.4","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","179","0"
"bratislava","2022-10-09 18:00:00","14.1","14.1","4.9","53.78","0.0","0","","0","0","11.5","7.4","350.0","1024.5","77.7","56.9","22.0","0.1","0.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","164","0"
"bratislava","2022-10-09 19:00:00","12.6","12.6","5.1","60.41","0.0","0","","0","0","7.6","7.1","339.0","1025.0","59.2","47.7","5.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","D4277,12815099999,11813099999,11085099999,11816099999,11801099999","116","0"
"bratislava","2022-10-09 20:00:00","11.6","11.6","4.5","61.57","0.0","0","","0","0","6.8","6.9","282.0","1025.1","50.0","47.7","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","89","0"
"bratislava","2022-10-09 21:00:00","10.3","10.3","3.8","64.17","0.0","0","","0","0","5.8","3.6","17.0","1025.1","40.0","47.7","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","62","0"
"bratislava","2022-10-09 22:00:00","10.0","10.0","3.8","65.36","0.0","0","","0","0","4.7","3.6","3.0","1025.3","39.2","47.3","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","21","0"
"bratislava","2022-10-09 23:00:00","9.5","8.7","3.8","67.57","0.0","0","","0","0","9.4","6.9","14.0","1025.4","39.2","47.3","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","13","0"
"bratislava","2022-10-10 00:00:00","9.6","8.8","3.9","67.71","0.0","0","","0","0","10.4","7.1","39.0","1025.1","40.0","37.1","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-10 01:00:00","9.2","8.2","3.7","68.67","0.0","0","","0","0","12.2","7.3","31.0","1025.2","50.0","37.2","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-10 02:00:00","9.2","8.3","4.0","69.51","0.0","0","","0","0","14.0","7.3","29.0","1025.4","60.0","37.2","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-10 03:00:00","8.8","7.8","4.6","75.11","0.0","0","","0","0","16.9","7.2","36.0","1025.3","80.0","37.2","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-10 04:00:00","9.3","8.3","5.2","75.64","0.0","0","","0","0","17.3","7.5","43.0","1025.1","90.0","37.2","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","15","0"
"bratislava","2022-10-10 05:00:00","8.4","7.2","5.6","82.78","0.0","0","","0","0","18.0","7.5","49.0","1025.1","85.3","37.8","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","32","0"
"bratislava","2022-10-10 06:00:00","8.2","8.2","5.9","85.51","0.0","0","","0","0","18.0","4.2","49.0","1025.0","89.8","21.2","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","115","0"
"bratislava","2022-10-10 07:00:00","8.2","7.1","5.6","83.74","0.0","0","","0","0","16.9","7.3","51.0","1024.7","89.8","62.9","7.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,AU094,11801099999","272","0"
"bratislava","2022-10-10 08:00:00","8.8","7.1","5.2","78.05","0.0","0","","0","0","17.6","10.9","69.0","1024.9","89.8","67.6","17.0","0.1","0.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","233","0"
"bratislava","2022-10-10 09:00:00","9.1","8.0","5.1","76.19","0.0","0","","0","0","43.2","7.6","75.0","1024.9","89.8","68.2","32.0","0.1","0.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","143","0"
"bratislava","2022-10-10 10:00:00","9.6","8.6","5.2","74.11","0.0","0","","0","0","39.6","7.6","82.0","1025.0","89.8","68.2","84.0","0.3","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","154","1"
"bratislava","2022-10-10 11:00:00","10.4","10.4","5.6","71.92","0.0","0","","0","0","45.0","4.3","117.0","1024.4","89.7","58.9","120.0","0.4","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","157","0"
"bratislava","2022-10-10 12:00:00","13.9","13.9","7.2","63.72","0.0","0","","0","0","44.9","18.9","118.0","1024.0","86.1","47.3","452.0","1.6","5.0","","Partially cloudy","partly-cloudy-day","12815099999,D2516,11085099999,11816099999,11801099999","212","0"
"bratislava","2022-10-10 13:00:00","15.4","15.4","6.7","56.21","0.0","0","","0","0","46.6","7.9","142.0","1023.1","61.1","54.5","328.0","1.2","3.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","242","0"
"bratislava","2022-10-10 14:00:00","16.2","16.2","6.2","51.67","0.0","0","","0","0","54.0","8.3","10.0","1022.4","40.6","54.5","241.0","0.9","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","299","0"
"bratislava","2022-10-10 15:00:00","16.6","16.6","6.9","52.64","0.0","0","","0","0","50.4","8.1","143.0","1021.9","79.7","54.5","223.0","0.8","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","360","1"
"bratislava","2022-10-10 16:00:00","16.7","16.7","7.4","54.09","0.0","0","","0","0","32.4","7.8","142.0","1021.4","86.9","47.3","214.0","0.8","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","336","0"
"bratislava","2022-10-10 17:00:00","17.2","17.2","6.7","50.1","0.0","0","","0","0","50.4","8.2","150.0","1021.0","77.7","47.3","101.0","0.4","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","294","0"
"bratislava","2022-10-10 18:00:00","15.4","15.4","6.2","54.35","0.0","0","","0","0","27.0","7.7","143.0","1021.2","59.2","47.3","16.0","0.1","0.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11816099999,11801099999","349","1"
"bratislava","2022-10-10 19:00:00","14.5","14.5","5.8","55.69","0.0","0","","0","0","21.6","7.5","127.0","1021.3","76.9","38.0","7.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","D4277,12815099999,11813099999,11085099999,11816099999,11801099999","210","0"
"bratislava","2022-10-10 20:00:00","13.5","13.5","5.7","59.4","0.0","0","","0","0","54.0","7.1","126.0","1021.7","76.9","38.0","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","95","0"
"bratislava","2022-10-10 21:00:00","12.6","12.6","6.4","65.79","0.0","0","","0","0","14.4","3.7","159.0","1021.7","48.4","38.0","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","66","0"
"bratislava","2022-10-10 22:00:00","12.2","12.2","6.1","66.1","0.0","0","","0","0","13.0","4.1","61.0","1021.8","76.9","38.0","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","71","0"
"bratislava","2022-10-10 23:00:00","11.3","11.3","5.6","68.26","0.0","0","","0","0","11.9","7.5","43.0","1022.1","76.9","33.4","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","68","0"
"bratislava","2022-10-11 00:00:00","11.1","11.1","5.0","65.99","0.0","0","","0","0","10.8","3.9","43.0","1022.3","80.0","32.6","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","6","0"
"bratislava","2022-10-11 01:00:00","10.8","10.8","4.8","66.53","0.0","0","","0","0","10.1","4.1","33.0","1022.0","60.0","32.6","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-11 02:00:00","10.5","10.5","4.8","67.49","0.0","0","","0","0","9.7","7.4","56.0","1021.9","60.0","32.6","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-11 03:00:00","10.4","10.4","4.5","66.64","0.0","0","","0","0","9.7","7.4","26.0","1021.9","80.0","32.6","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-11 04:00:00","10.1","10.1","4.8","69.52","0.0","0","","0","0","10.8","3.8","359.0","1022.0","90.0","32.6","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","6","0"
"bratislava","2022-10-11 05:00:00","10.3","10.3","5.0","69.51","0.0","0","","0","0","8.3","7.1","340.0","1022.0","90.0","33.4","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","34","0"
"bratislava","2022-10-11 06:00:00","10.5","10.5","5.5","71.11","0.0","0","","0","0","9.0","6.9","6.0","1022.3","90.1","29.9","0.0","0.0","0.0","","Overcast","cloudy","12815099999,11813099999,11085099999,11816099999,11801099999","126","0"
"bratislava","2022-10-11 07:00:00","10.3","10.3","6.0","74.44","0.0","0","","0","0","8.6","3.6","5.0","1022.6","90.1","34.3","5.0","0.0","0.0","","Overcast","cloudy","12815099999,11813099999,11085099999,11816099999,AU094,11801099999","258","1"
"bratislava","2022-10-11 08:00:00","10.6","10.6","6.5","75.51","0.099","100","rain","0","0","7.6","3.6","41.0","1023.0","90.0","34.6","14.0","0.1","0.0","","Rain, Partially cloudy","rain","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","260","0"
"bratislava","2022-10-11 09:00:00","11.6","11.6","6.3","70.02","0.0","0","","0","0","6.5","3.6","314.0","1023.4","89.9","39.3","45.0","0.2","0.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","240","0"
"bratislava","2022-10-11 10:00:00","12.4","12.4","6.8","68.63","0.0","0","","0","0","7.9","3.8","18.0","1023.9","61.1","53.9","123.0","0.4","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","242","1"
"bratislava","2022-10-11 11:00:00","15.8","15.8","7.7","58.55","0.0","0","","0","0","9.0","3.6","13.0","1023.6","31.2","49.2","446.0","1.6","4.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","252","0"
"bratislava","2022-10-11 12:00:00","18.0","18.0","10.1","59.73","0.0","0","","0","0","13.3","7.0","4.0","1023.3","11.3","49.2","538.0","1.9","5.0","","Clear","clear-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","237","0"
"bratislava","2022-10-11 13:00:00","18.5","18.5","9.6","56.37","0.0","0","","0","0","14.8","3.6","22.0","1023.4","11.9","48.9","476.0","1.7","5.0","","Clear","clear-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","249","1"
"bratislava","2022-10-11 14:00:00","17.7","17.7","9.8","59.9","0.0","0","","0","0","17.6","3.6","22.0","1023.2","49.3","49.2","356.0","1.3","4.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","328","1"
"bratislava","2022-10-11 15:00:00","19.6","19.6","10.2","54.33","0.0","0","","0","0","20.2","7.0","2.0","1022.9","49.3","48.9","466.0","1.7","5.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","423","0"
"bratislava","2022-10-11 16:00:00","18.4","18.4","10.4","59.47","0.0","0","","0","0","20.5","7.5","340.0","1023.0","52.3","38.4","226.0","0.8","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","400","0"
"bratislava","2022-10-11 17:00:00","17.9","17.9","10.1","60.22","0.0","0","","0","0","20.5","7.8","338.0","1023.1","61.6","38.4","92.0","0.3","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","344","0"
"bratislava","2022-10-11 18:00:00","15.9","15.9","9.7","66.59","0.0","0","","0","0","18.4","10.7","330.0","1023.6","61.6","33.8","17.0","0.1","0.0","","Partially cloudy","partly-cloudy-day","11813099999,D2516,11085099999,11816099999,11801099999","370","2"
"bratislava","2022-10-11 19:00:00","15.2","15.2","9.7","69.74","0.0","0","","0","0","13.3","10.5","340.0","1024.1","90.0","33.8","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11816099999,11801099999","185","0"
"bratislava","2022-10-11 20:00:00","14.6","14.6","9.4","70.92","0.0","0","","0","0","10.1","10.5","348.0","1024.4","78.4","28.8","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","105","0"
"bratislava","2022-10-11 21:00:00","14.5","14.5","8.7","68.17","0.0","0","","0","0","9.7","10.5","16.0","1024.3","80.8","28.4","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","101","0"
"bratislava","2022-10-11 22:00:00","14.4","14.4","8.2","66.26","0.0","0","","0","0","8.6","10.1","360.0","1024.4","90.0","28.4","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","99","0"
"bratislava","2022-10-11 23:00:00","14.0","14.0","8.5","69.24","0.0","0","","0","0","7.9","3.8","44.0","1024.6","90.0","23.8","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","87","0"
"bratislava","2022-10-12 00:00:00","12.9","12.9","8.2","73.35","0.0","0","","0","0","6.8","3.6","9.0","1024.6","90.0","23.3","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","2","0"
"bratislava","2022-10-12 01:00:00","12.4","12.4","10.1","85.77","0.0","0","","0","0","6.1","3.6","18.0","1024.5","90.0","23.3","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-12 02:00:00","12.1","12.1","9.8","86.13","0.0","0","","0","0","6.1","3.6","289.0","1025.0","90.0","23.3","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-12 03:00:00","12.0","12.0","9.1","82.32","0.0","0","","0","0","6.1","3.6","52.0","1024.9","90.0","18.7","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","0","0"
"bratislava","2022-10-12 04:00:00","11.8","11.8","9.4","84.8","0.0","0","","0","0","6.5","0.3","359.0","1024.9","90.0","18.7","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","14","0"
"bratislava","2022-10-12 05:00:00","11.4","11.4","9.1","86.17","0.0","0","","0","0","6.5","3.6","350.0","1024.8","90.0","23.8","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","63","0"
"bratislava","2022-10-12 06:00:00","9.9","9.9","7.7","86.12","0.0","0","","0","0","5.4","3.8","8.0","1024.9","41.5","20.2","0.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,11801099999","157","0"
"bratislava","2022-10-12 07:00:00","9.3","9.3","7.2","86.21","0.0","0","","0","0","6.5","3.6","341.0","1025.1","60.1","20.2","9.0","0.0","0.0","","Partially cloudy","partly-cloudy-night","12815099999,11813099999,11085099999,11816099999,AU094,11801099999","401","0"
"bratislava","2022-10-12 08:00:00","10.8","10.8","6.7","76.1","0.0","0","","0","0","7.2","3.8","26.0","1025.3","80.6","20.2","32.0","0.1","0.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","330","0"
"bratislava","2022-10-12 09:00:00","11.6","11.6","7.4","75.39","0.0","0","","0","0","8.6","3.6","27.0","1025.5","89.9","24.9","74.0","0.3","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","258","0"
"bratislava","2022-10-12 10:00:00","13.5","13.5","7.3","65.86","0.0","0","","0","0","10.4","7.4","21.0","1025.4","90.0","24.9","166.0","0.6","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","233","0"
"bratislava","2022-10-12 11:00:00","14.2","14.2","7.9","65.93","0.0","0","","0","0","14.0","4.0","63.0","1025.3","90.0","29.6","155.0","0.6","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11816099999,11801099999","266","0"
"bratislava","2022-10-12 12:00:00","14.2","14.2","8.4","67.94","0.0","0","","0","0","13.0","4.0","39.0","1025.3","90.0","29.6","133.0","0.5","1.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","268","0"
"bratislava","2022-10-12 13:00:00","15.4","15.4","8.6","64.03","0.0","0","","0","0","13.7","7.4","38.0","1025.2","90.0","24.9","222.0","0.8","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","357","0"
"bratislava","2022-10-12 14:00:00","16.4","16.4","10.0","66.15","0.0","0","","0","0","15.1","3.8","43.0","1024.8","90.0","24.9","246.0","0.9","2.0","","Partially cloudy","partly-cloudy-day","12815099999,11813099999,D2516,11085099999,11816099999,11801099999","309","0"
